user,text
"askthetrainer","Got Behind on Email Questions, only 4 left to answer  .... http://tinyurl.com/6x7kmr"
"leahkely81","missed the sherman indian pow wow... damn cold. "
"hxcjacqueline","I can't seem to let go. I hate crying and not having a shoulder to cry on  take me away, I'm gonna hurt somebody. Take me away right now."
"maayce","at kuningan. its so bored waiting for my grandma buy some flat. Sigh. I wanna go home "
"Tori_Grace","Is watching Harry Potter because i couldn't hangout with my friends and the ones that i haven't seen in a while!!  i miss you guys!"
"noisebear","I wish my twitter were prettier.  NOT ENOUGH PINK."
"lovestoned420","SHIT. I broke my blackberry! It's dead, and the charger broke INTO my phone.   "
"peopleinthecity","@cindyl92 You talking about my picture? That's mean dude  You just ruined my day."
"jc00ke","#ufc97 had some good fights. Rua is back. Liddell is gone  Silva needs to quit dancing around and end fights."
"LanceEdler","has one more day until spring break is over "
"brianna1234","..only one day left of SB09 "
"maddiridley","quantus lost some of my luggage "
"matermagistra4","I am humbled. Read &quot;Raising Godly Tomatoes&quot; and realized I've been too focused on myself and my wants rather than raising Godly children. "
"La_Lais","I'm so cold! "
"faithsonshyne","@SeanTheROBOT  awwww thats sucks ass    we will have to take  pleasure out of other ppls  stories and photos...Oh well *heavy sigh*"
"beautylove6888","updated my blog.. too bad it has to be private "
"live4justice","is suffering the net "
"eribsbfan","@nick_carter Of course I want to GO! But I'm far "
"MadameSoybean","@Elikapeka Sad about the car accident.  Be careful!!"
"idiom","The Microsoft Office 2008 SP1 update is taking FOREVER to install on my Mac... and I can't abort it "
"ifq_critic","@laylakayleigh sorry to hear that, been there myself enough times, although its worse when they're in the same room with you, trust me "
"argel319","Tomorrow seems too far away to play LittleBigPlanet again. My Sackboy must be super lonely. "
"senectus","Damn thumb is throbbing, they forgot to give me a perscription for the pain meds and the over the counter stuff just don't cut it "
"HappyCassie","@redchinese19 liar! You do care if I believe you  ::pouts::"
"kroyflygirl","Still in the studio....tears "
"LOweeee","@shessokillher aww.. good luck with work tomorrow! I hope you feel better. They ended up giving me the weekend off. I would've died. "
"aravain","@Zerockas I wore my cuddle shirt... and got no cuddles "
"korkykathman","I think I may  have said thing that could have made some  angry -- sorry for that, truly  "
"amykay1","@angieODT79  I don't think that we're going to make it tonight girls... but we did our best @dannywood would be proud!!"
"bmad","@poxaV dude, you've written off Sam? Is he just MIA, or do you know something? So sorry to hear, either way "
"NinjaKai","@kstreinz I feel the same about the asuo elections. I spent 12 hours a day with these people and now it's done. "
"discursive","i have a pain that will not go away. exacerbated by hanging out with friends.  NOT COOL. ow."
"imegs","dropped my iPhone and now the home button doesn't work. good thing i get an upgrade in a few weeks. but that doesn't help me now.. "
"AmieeRC","I'm feeling pretty annoyed with the world at the mo... I was robbed of my beautiful pretty bike... "
"tejaa","@PurpleFoodie and just hit me.. want to go out to study.. so mayb quota for cooking is not over.. "
"Cr0nichik","Ok so I tried to lay down. But I'm wide awake. This sucks ass "
"jessicaasheets","@moriahsallis I don't want you to move  but I will come see you !"
"miklbarton","i wanna scoot "
"salvatorenj","madd tired nd pissed cause my laptop has a virus "
"sinfulsignorita","@Nebaby  where ur comment go!"
"BBismyBB","@allyheartsBB I miss BB's hair too...  "
"FrikkenBrenna","No matter how many times I wash my frikken hands, they've been frikken butter ALL day today!  hahahahaha /SHOWB!Z"
"damagedbobby","dear Furby, why aren't you online "
"kristinnsmith","Ugh Damn I have so much work to do tomorrow "
"AnalovesJB","GNIGHT PEEPZ i think  i cant sleep "
"pickurpoison","@musicalee I'm a LOSEr!  lol"
"rachelj82","Going to go pass out now Cailyn is actually sleeping in her own bed so I have to sleep all alone "
"dekrazee1","Dear Jemby, please don't give me that look... it wasn't my fault it started pouring the moment we embarked on our walkies "
"stfonebmw","Tired of typing...and I'm not near being done "
"Janecail","Can't sleep again  booerns"
"Scubasam2424","Po-po blocked off my hood and i cant get to mai house  i hope mariner is ok"
"wishicouldwait_","I ripped the crotch of my jammies "
"MimiGhuneim","im like bored as hell right now lol and im kinda in the mood for icecream buts it 1:50am  and all the icecream shops are closed -__-"
"paulldoublee","@PrincessPinkee awww man thx for the invite "
"whitefluffyhat","@postsecret Did you really just take the secrets down?  I haven't had a chance to read them and write in my PostSecret journal about them."
"SWATgurl","@prettyyella and ur tweetin....lol i wish i was there! "
"cassandrasteele","@Browneyes2009 he is absolutely amazing in it!!! i wish i was seeing it again tonight "
"ckjchambers","Grrrrrr. Power is out. Laptop is charged, but wireless network not working.   pls energex get power on soon."
"terryglenn","I'm not even missed.  "
"taternwill09","is teary eyed b/c of a horrible toothache "
"mcddjj","Just over an hour till the China GP starts. Sadly I will not be watching it live   #f1"
"KJSimmons","Having a bad case of the bluey blues... "
"Trancetastic","wondering why his tweets don't find their way to #asot400 like they should be "
"MimiGhuneim","im like bored as hell right now lol and im kinda in the mood for icecream but its 1:50am  and all the icecream shops are closed -__-"
"therealroc","@Jesus_M_Christ  I was just asking ...ok "
"SimplyGaby","@Yummy_Flaquito that's awesome! My dad sent manuel n teresa to buy him a dq ice cream cake as I was leaving so I missed it "
"KenadiiG","Wow finally got the iPod touch working!!! Yay me!!! Missin my boo "
"colbsi","@Cra1gHa1r !!!! It was only just yesterday I saw that Footscray still had Hot Cross buns  must not be everywhere then "
"shan_adhicary","gmail is automatically logging me off..  What's wrong??? Google' beginning to hate me.."
"Kimli","*(#@$Ed's going for a bike ride and there are roving graham crackers everywhere "
"wishicouldwait_","I ripped the crotch of my jammies  baby jesus is telling me one should not be in jammies at 4pm. WHATEVER BBY JSUS"
"destinyeyes","@epiphanygirl lol Chrisette I wish I was at the club but I am at work "
"paultopher","I can't jailbreak @timtimug a ipodtouch.it's frustrating. "
"PA_CBookwalter","Our kitty Sakura got out, can't find her. Its all my fault don't know how I'm going to live with myself I want her home so bad "
"jeremymccrory","just kidding...the sunburn will not let me sleep "
"glitteryjessica","Just woke up and realized I slept away my Saturday night  mikey and I are such bummy sleepy heads"
"april_fierce","watching the very last episode of the Fresh Prince, makes me feel sad all over again "
"Wezo31","just watched Australia, what a whoppin' great pile of of steaming hot horse faeces! Baz should hang his head in shame "
"itsBFishYo","is jammin to ATL, since they had a secret show in HTown and i fucking missed it.  FML."
"AlexSFLTV","@sfltv yeah. screen is being over-nighted so it'll be here monday (no sunday delivery  ) with the ticket, replacement phone, and new monit"
"machump","earlier i watched somethin on prison rape....makes me neva want to go to prison. i don't want to be raped  my cuzn machoke got raped.."
"laurengonewildx","ughh...FUCK THIS ECONOMY!! ...none of the good cereals were on sale at Safeway anymore "
"dsabar","Oops! Just bricked my iRiver H10 during a firmware upgrade...definitely time to get an iPod now! "
"melcartera","Resting, trying to find some relief from the heat "
"ukscriptwriter","I'm not well  I've got a whole ENT thing going on. Someone out there gave it to me. Evil person they are (directing that at the wife)."
"TheBlyackHype","@Teairra_Monroe come back...come back...lol "
"Tsuuicide","missed my bebe. "
"tessthetraveler","Love this Simon Degroot http://tinyurl.com/cvsltk Pity I don't have $3500 for this painting "
"djlune","Got the viruses out of my PC, god what a hassle "
"terri_xoxo","@brianangelday26 u dont love us anymore??????? i guess not "
"zatzie","I just made a cup of green tea and it tastes and smells  like fish.  "
"guddaBERD","god stop this karaoke madness... pleeeeeeeeeease "
"AngelaPinjuh","@gigdiary poor Gig "
"debug019","anyone knows how to lift a labour ban in abu dhabi? "
"Celia83","Good Night Sweet dreams yall... wish i was in L.A right now  ....."
"engeedays","Just watched a man date come to an end, it was cute btw @AngelReds just lost his phone "
"msMelissaLeanna","I'm sad bc @iamdiddy is the only reason I got twitter and he doesn't reply!  Good night folks!"
"x0heathercee0x","@brianangelday26  no no no please dont  i'll like cry for days booboo"
"vestybaby","@brianangelday26 u don't like us??  u dont wanna be our friend??"
"Millieexo","didnt get much sleep last ngiht, with all the fire trucks "
"DarkAngel808","Crap!! I gave out all my copies of Fast and Furious and didn't save one for me...  and I really wanna see Vin right now!!! "
"XavierQuintana","missing all my friends "
"ciarabridges","very sick. I hope it's just a 24 hr thing "
"jbxbaybee","im soo bored  spring breaks LAST DAY tomorroww!  ughhh."
"ntmachai","wish my czats would know that on sunday people has the right to sleep late "
"sophster07","going to sleep without chris "
"ernie_cordell","Looking for my last freaking update. I deactivated my phone "
"deanna456","Headed out for the club - almost broke my ankles on the curb...smh its been a minute "
"davidrules04","@liamyoung hehe yeah I failed tho wasn't prepared at all  ducked it up only did a mile :s how are you I need to text you more I thinks xx"
"Serena_Eve","Lizzzzz is da best. So not ready for my license test "
"KaFeAzy","@brianangelday26 y are u gonna delete ur page? "
"MissedKerri","My brother doesn't understand the beauty of headbanging. So sad "
"ditord","#barcampevn09 starts in 4, 3, 2, 1... minutes. There isn't an alwful lot of people here yet! "
"ntmachai","wish my cats would know that on sunday people has the right to sleep late "
"willtompsett","@rjreid I'm up because my 3 year old son told me to be!  ...like he does everyday!"
"leeshbeesh","My sister is sick  I'm up taking care of her...wouldn't have thought she was 17 with all this crying *sigh*"
"JoelleChew","wants to be able to write songs again.   "
"MagclTrevr","@domipooh I wanna talk to you...! urg...  sad Trevor"
"lovelynangel","playing guitar hero ps2.. im such a noob. "
"Shan0709","@RobertPattz  RobPattinson_ ....that's the real Robert Pattinson thats according to stephenie meyer its not nice to fool people "
"KodiRobin","can't sleep! David isn't here and its raining and thundering "
"Arumi_kai","@NicoleJensen That is so incredibly sad.. "
"imcool415","@Mont925 you jerk! i wanted to watch 17 AGAIN it too "
"SedzOz","Got to go iron - Dave has work 2moro  Will be back in like an hour...."
"JumpNegative","@lkenner That must have been really awful. "
"giovannisabella","Abby and Anissa here!! Im boredd "
"xangelxlalax","@RiskyBusinessMB we love you too. I really wish that I couldve been there. Trust me Ive been in a bad funk all day cuz I couldnt go "
"lalachristy","goodnight, i have to wake up so early tomorrow "
"AngelicaCurves","We missed da show "
"asherslikewhoa","@dasschus I'm very sorry for your loss. Losing pets is really hard "
"pigs_r_kolio","i watched marly and me and noe im crying!!! "
"Hermione19","@mUsIc4eVeR323 hait's better than nothing. im gona feel dumb if i can't find mine by that day "
"jkikugawa85","gonna miss aids walk again....boo "
"agentjon","@OakMonster oh just saw that, been in LA all day "
"MeccaStarr","Stilll lampin tho LoL wit da homies in da east dis my last day of fun  hw 2morrow &amp; school nd work alllll next week "
"ddubscovergirl","@donniewahlberg @joeymcintyre @jonathanrknight @jordanknight @dannywood  show must be really special..no tweets "
"Knightfox07","@WEGMusic ::Raises Hand:: "
"mwhite32","Trying to work out the tax return "
"EternalRose","Going to bed with a bad migraine. Good night everybody. "
"court_hook_em","Goodnight Space Mountain   Spending the next week packing/saying goodbye/ playing in the parks.....fish monster will be here soon!"
"AmandaFine","@Christy_Collet. I'm sorry "
"MordosKull","In my country ppl actually think it's a good idea to make political advertisement using a #Batman logo  http://twitpic.com/3kzl8"
